filename,format,generation,serial_hex,valid
Kingston KHX3733C19D4-16GX (2).thp,TH40,?,,no
Kingston KHX3733C19D4-16GX.thp,TH40,?,,no
Kingston KHX3733C19D4-8GX (1).thp,TH40,?,,no
Kingston KHX3733C19D4-8GX.thp,TH40,?,,no
Micron 4ATF51264HZ-2G3B1.thp,TH40,?,,no
Micron AFLD44EN1P.thp,TH40,?,,no
OCPC MMX3A2K16GD432C16W.thp,TH40,?,,no
Patriot Memory 2133 C14 Series.thp,TH40,?,,no
Patriot Memory 2666 C16 Series.thp,TH40,?,,no
Patriot Memory 3000 C16 Series.thp,TH40,?,,no
Patriot Memory 3600 C17 Series (2).thp,TH40,?,,no
Patriot Memory 3600 C17 Series.thp,TH40,?,,no
Patriot Memory 4000 C19 Series.thp,TH40,?,,no
Patriot Memory 4400 C19 Series.thp,TH40,?,,no
Patriot Memory PSD44G266681.thp,TH40,?,,no
Samsung M378A2K43BB1-CRC.thp,TH40,?,,no
Samsung M378A5244CB0-CRC.thp,TH40,?,,no
Samsung M378A5244CB0-CTD.thp,TH40,?,,no
Samsung M471A1K43DB1-CWE (1).thp,TH40,?,,no
Team Group TEAMGROUP-UD4-2666.thp,TH40,?,,no
Transcend Information JM2666HLB-8G.thp,TH40,?,,no
Undefined QUM4U-8G2133P15.thp,TH40,?,,no
Undefined R748G2606U2S-U.thp,TH40,?,,no
Unknown (JEDEC ID 1010h) Undefined.thp,TH41,?,,no
Wilk Elektronik IRP3600D4V64L17-16G.thp,TH40,?,,no
A-DATA DDR4 3000 (3).thp,TH40,?,,no
A-DATA EXTREME DDR2 800 .thp,TH20,?,,no
AMD R744G2133U1S.thp,TH40,?,,no
AMD R9S416G3000U2S.thp,TH40,?,,no
AMD R9S48G3606U2S.thp,TH40,?,,no
Asgard VMA44UI-MIC1U22T2.thp,TH40,?,,no
Corsair CMW16GX4M2Z4000C18.thp,TH40,?,,no
Crucial BL16G32C16U4W.16FE.thp,TH40,?,,no
Crucial BL16G36C16U4R.M8FB1.thp,TH40,?,,no
Crucial BL8G30C15U4BL.M8FE1.thp,TH40,?,,no
Crucial BLS8G4D32AESCK.M8FE (1).thp,TH40,?,,no
Crucial CT8G4DFS8266.M8FE.thp,TH40,?,,no
Elpida EBE21UE8AFFA-8G-F.thp,TH20,?,,no
Essencore KD48GU880-32A160U.thp,TH40,?,,no
Foxline FL2133D4U15-8G.thp,TH40,?,,no
Fujitsu F4-3600C16-8GTZNC.thp,TH20,?,,no
Fujitsu F4-4133C19-8GTZR.thp,TH20,?,,no
G.Skill F2-6400CL4-2GBPK.thp,TH20,?,,no
G.Skill F4- 800C 4-8GTZN.thp,TH40,?,,no
G.Skill F4-3200C16-8GVKB (1).thp,TH40,?,,no
GeIL CL4-4-4DDR2800  5.thp,TH20,?,,no
Hynix HMA851S6JJR6N-VK.thp,TH40,?,,no
Hynix HYMD532M646CP6J.thp,TH20,?,,no
Hynix HYMP512U64CP8-Y5.thp,TH20,?,,no
Kingston 9965745-027.A00G.thp,TH40,?,,no
Kingston KF3200C16D4-8GX (1).thp,TH40,?,,no
Kingston KHX2400C15-8G (1).thp,TH40,?,,no
Kingston KHX2400C15-8G.thp,TH40,?,,no
Kingston KHX3200C16D4-8GX (2).thp,TH40,?,,no
MicSys 4133 C19 Series.thp,TH40,?,,no
Micron 16ATF2G64HZ-2G1A1.thp,TH40,?,,no
Micron 36ASF2G72PZ-2G1B1.thp,TH40,?,,no
Micron 8HTF12864AY-800J1.thp,TH20,?,,no
Patriot Memory 3200 C16 Series (6).thp,TH40,?,,no
Patriot Memory 3200 C16 Series (8).thp,TH40,?,,no
Patriot Memory 3400 C16 Series.thp,TH40,?,,no
Patriot Memory 4000 C19 Series (2).thp,TH40,?,,no
Samsung M378A1K43BB2-CRC.thp,TH40,?,,no
Samsung M378A1K43CB2-CTD.thp,TH40,?,,no
Samsung M378A5143EB1-CPB.thp,TH40,?,,no
Samsung M471A1K43DB1-CWE.thp,TH40,?,,no
Samsung M471A5244CB0-CRC (1).thp,TH40,?,,no
Team Group TEAMGROUP-UD4-3200 (1).thp,TH40,?,,no
Undefined Undefined (1).thp,TH20,?,,no
Unknown (JEDEC ID 00FFh) Undefined (3).thp,TH20,?,,no
Unknown (JEDEC ID 00FFh) Undefined (4).thp,TH20,?,,no
Unknown (JEDEC ID 0B94h) EAGET-2666MHZ-16G.thp,TH40,?,,no
Wilk Elektronik IRX3200D464L16A-16G.thp,TH40,?,,no
A-DATA DDR4 3200.thp,TH40,?,,no
Apacer D12.2356WS.001.thp,TH40,?,,no
Crucial B 1 G36C16 4RL.M16 E.thp,TH40,?,,no
Crucial BL16G32C16U4W.M16FE1 (1).thp,TH40,?,,no
Crucial BL16G32C16U4W.M16FE1.thp,TH40,?,,no
Crucial BL16G32C16U4W.M8FB1.thp,TH40,?,,no
Crucial BL16G36C16U4R.M16FE1.thp,TH40,?,,no
Crucial BL16G36C16U4R.M8FB1.thp,TH40,?,,no
Crucial BL16G36C16U4RL.M16FE.thp,TH40,?,,no
Crucial BL8G32C16U4B.8FE.thp,TH40,?,,no
Crucial BL8G36C16U4B.M8FE1 (2).thp,TH40,?,,no
G.Skill F4-2666C19-32GTRS.thp,TH40,?,,no
G.Skill F4-36 0C17-8GTZR.thp,TH40,?,,no
G.Skill F4-3600C16-16GTZR (1).thp,TH40,?,,no
G.Skill F4-3600C16-32GTZR.thp,TH40,?,,no
G.Skill F4-3600C17-8GTZR.thp,TH40,?,,no
GTE BL16G36C16U4RL.M16.thp,TH20,?,,no
Kingston KHX2133C14D4-8G.thp,TH40,?,,no
Kingston KHX3200C16D4-32GX.thp,TH40,?,,no
Kingston KHX3200C16D4-8GX (3).thp,TH40,?,,no
Kingston KHX3200C16D4-8GX.thp,TH40,?,,no
Kingston KHX3333C16D4-8GX.thp,TH40,?,,no
Patriot Memory 4000 C19 Series (1).thp,TH40,?,,no
Samsung M378A1G43TB1-CTD.thp,TH40,?,,no
Samsung M378A2K43BB1-CPB.thp,TH40,?,,no
Team Group TEAMGROUP- D4-3600.thp,TH40,?,,no
Team Group TEAMGROUP-UD4-3600 (1).thp,TH40,?,,no
Undefined Undefined.thp,TH20,?,,no
Unknown (JEDEC ID 00FFh) Undefined (1).thp,TH20,?,,no
Wilk Elektronik IRP3600D4V64L17S-8G.thp,TH40,?,,no
A-DATA DDR4 320.thp,TH40,?,,no
A-DATA DDR4 3200 (2) (1).thp,TH40,?,,no
A-DATA DDR4 3200 (2).thp,TH40,?,,no
AMD Undefined.thp,TH20,?,,no
Corsair CM4X16GC3200C16K2E.thp,TH40,?,,no
Corsair CM4X8GD3200C16K2E.thp,TH40,?,,no
Corsair CMK16GX4M2Z3600C14 (1).thp,TH40,?,,no
Corsair CMT16GX4M2C3600C18.thp,TH40,?,,no
Corsair CMT32GX4M2C3000C15 (1).thp,TH40,?,,no
Crucial BL8G26C16U4B.8FD (1).thp,TH40,?,,no
Crucial BL8G32C16U4B.M8FE.thp,TH40,?,,no
Crucial BL8G32C16U4R.8FE.thp,TH40,?,,no
Crucial BL8G32C16U4W.M8FE.thp,TH40,?,,no
Crucial BL8G36C16U4R.M8FE1 (1).thp,TH40,?,,no
Crucial CT8G4DFRA32A.M4FE.thp,TH40,?,,no
Crucial CT8G4SFS8266.M8FRS.thp,TH40,?,,no
Cuso YX4U2666D19081C.thp,TH40,?,,no
Essencore KD48GU880-40B190Z.thp,TH40,?,,no
Foxline FL2400D4U17-8G.thp,TH40,?,,no
Fujitsu F4-3200C14-8GTZN.thp,TH20,?,,no
G.Skill F4-2666C18-32GVK.thp,TH40,?,,no
G.Skill F4-3200C14-8GTZSW.thp,TH40,?,,no
G.Skill F4-3200C16-16GSXWB.thp,TH40,?,,no
G.Skill F4-3600C14-16GTZRA.thp,TH40,?,,no
G.Skill F4-3600C16-16GT N.thp,TH40,?,,no
G.Skill F4-3600C16-8GTZ.thp,TH40,?,,no
G.Skill F4-3600C16-8GTZSW.thp,TH40,?,,no
G.Skill F4-3600C18-8GTRS.thp,TH40,?,,no
G.Skill F4-3600C18-8GTZR (1).thp,TH40,?,,no
G.Skill F4-4000C14-16GVK.thp,TH40,?,,no
G.Skill F4-4600C20-32GTRS.thp,TH40,?,,no
GIGA-BYTE GP-ARS16G37.thp,TH40,?,,no
GTE BL16G30C15U4WL.M16.thp,TH20,?,,no
Gloway International TYA4U3000E16081C.thp,TH40,?,,no
Gloway International YCT4U2666D19161C.thp,TH40,?,,no
Hynix HMA81GS6DJR8N-XN (1).thp,TH40,?,,no
Kingston 99U5713-003.A00G.thp,TH40,?,,no
Kingston KF3600C16D4-16GX (3).thp,TH40,?,,no
Kingston KF3600C18D4-32GX.thp,TH40,?,,no
Kingston KHX2666C16-8G (2).thp,TH40,?,,no
Kingston KHX2933C17D4-8G.thp,TH40,?,,no
Kingston KHX3200C16D4-16GX (1).thp,TH40,?,,no
Kingston KHX3200C16D4-8GX (1).thp,TH40,?,,no
Kingston KHX3466C16D4-16GX (1).thp,TH40,?,,no
Micron 16HTF25664AY-800J1.thp,TH20,?,,no
Patriot Memory 3600 C18 Series (2).thp,TH40,?,,no
Patriot Memory 3733 C17 Series (2).thp,TH40,?,,no
Patriot Memory PSD416G21332.thp,TH40,?,,no
Patriot Memory PSD48G240081 (1).thp,TH40,?,,no
Qimonda 64T128020EDL2.5C2.thp,TH20,?,,no
Ramaxel RMSA3330MJ78HBF-3200.thp,TH40,?,,no
Samsung M378A1K43CB2-CRC.thp,TH40,?,,no
Samsung M378A1K43CB2-CTD (1).thp,TH40,?,,no
Samsung M378A1K43CB2-CTD.thp,TH40,?,,no
Team Group TEAMGROUP-SD4-3200.thp,TH40,?,,no
Team Group TEAMGROUP-UD4-3200 (3).thp,TH40,?,,no
Undefined Undefined (1).thp,TH50,?,,no
Undefined Undefined (2).thp,TH20,?,,no
Undefined Undefined (3).thp,TH50,?,,no
Apacer 78.B1GM3.AUW0B.thp,TH40,?,,no
Corsair CMK16GX4M2B3200C16 (4).thp,TH40,?,,no
Corsair CMK64GX4M4B3333C16.thp,TH40,?,,no
Corsair CMWX16GC3200C16W4.thp,TH40,?,,no
Crucial BL16G32C16U4B.16FE.thp,TH40,?,,no
Essencore KD4AGU880-32A160U.thp,TH40,?,,no
G.Skill F4-3600C14-8GTZNA.thp,TH40,?,,no
Hynix HYMP512U64CP8-S5.thp,TH20,?,,no
Kingston 9905700-053.A00G.thp,TH40,?,,no
Kingston 99P5429-006.A01L.thp,TH20,?,,no
Kingston 99P5471-013.A00LF.thp,TH20,?,,no
Kingston 99P5723-005.A00G.thp,TH40,?,,no
Kingston KF3600C16D4-8GX.thp,TH40,?,,no
Kingston KHX2133C14-8G.thp,TH40,?,,no
Kingston KHX3200C16D4-16GX (1).thp,TH40,?,,no
Kingston KHX3200C16D4-32GX (1).thp,TH40,?,,no
Kingston KHX3200C16D4-32GX.thp,TH40,?,,no
Kingston KHX3200C16D4-8GX.thp,TH40,?,,no
OCZ OCZ3331024VSO.thp,TH20,?,,no
Patriot Memory 2800 C16 Series.thp,TH40,?,,no
Patriot Memory 3200 C16 Series.thp,TH40,?,,no
Patriot Memory PSD416G21332.thp,TH40,?,,no
Patriot Memory PSD416G320081.thp,TH40,?,,no
Samsung M3 78T2863EHS-CF7 (1).thp,TH20,?,,no
Samsung M3 78T2863EHS-CF7.thp,TH20,?,,no
Samsung M378A1K43CB2-CTD (1).thp,TH40,?,,no
Samsung M378A1K43CB2-CTD.thp,TH40,?,,no
Undefined 515156205581442000.thp,TH20,?,,no
Undefined Undefined (1).thp,TH50,?,,no
Undefined Undefined (3).thp,TH50,?,,no
Undefined Undefined (4).thp,TH50,?,,no
Undefined Undefined (5).thp,TH20,?,,no
Undefined Undefined (8).thp,TH20,?,,no
Undefined Undefined.thp,TH20,?,,no
Wilk Elektronik IRP3600D4V64L17S-8G.thp,TH40,?,,no
Samsung M378A5143TB2-CTD.thp,TH40,?,,no
Samsung M378A5244CB0-CWE.thp,TH40,?,,no
Samsung M393A2G40EB1-CPB.thp,TH40,?,,no
Samsung M471A2G43AB2-CWE.thp,TH43,?,,no
Samsung M471A2K43DB1-CWE (1).thp,TH42,?,,no
Team Group TEAMGROUP-UD4-3200 (3).thp,TH42,?,,no
Team Group TEAMGROUP-UD4-3200 (8).thp,TH43,?,,no
Team Group TEAMGROUP-UD4-3600 (4).thp,TH43,?,,no
Team Group TEAMGROUP-UD4-3600 (7).thp,TH43,?,,no
Team Group UD5-5600 (2).thp,TH53,?,,no
Team Group UD5-7200 (2).thp,TH53,?,,no
Team Group UD5-7600.thp,TH53,?,,no
Transcend Information JM800QLU-2G.thp,TH20,?,,no
Undefined Undefined (1).thp,TH20,?,,no
Undefined Undefined (10).thp,TH53,?,,no
Undefined Undefined (14).thp,TH20,?,,no
Undefined Undefined (16).thp,TH20,?,,no
Undefined Undefined (18).thp,TH20,?,,no
Undefined Undefined (19).thp,TH20,?,,no
Undefined Undefined (2).thp,TH53,?,,no
Undefined Undefined (22).thp,TH20,?,,no
Undefined Undefined (23).thp,TH20,?,,no
Undefined Undefined (29).thp,TH20,?,,no
Undefined Undefined (3).thp,TH20,?,,no
Undefined Undefined (31).thp,TH20,?,,no
Undefined Undefined (32).thp,TH20,?,,no
Undefined Undefined (34).thp,TH53,?,,no
Undefined Undefined (36).thp,TH50,?,,no
Undefined Undefined (37).thp,TH20,?,,no
Undefined Undefined (38).thp,TH20,?,,no
Undefined Undefined (40).thp,TH50,?,,no
Undefined Undefined (42).thp,TH50,?,,no
Undefined Undefined (44).thp,TH20,?,,no
Undefined Undefined (47).thp,TH53,?,,no
Undefined Undefined (48).thp,TH20,?,,no
Undefined Undefined (5).thp,TH20,?,,no
Undefined Undefined (6).thp,TH20,?,,no
Undefined Undefined (7).thp,TH20,?,,no
Undefined Undefined (8).thp,TH20,?,,no
Undefined Undefined (9).thp,TH20,?,,no
Undefined Undefined.thp,TH20,?,,no
Unknown (JEDEC ID 0080h) HMA851S6AFR6N-UH.thp,TH20,?,,no
Unknown (JEDEC ID 00FFh) Undefined.thp,TH20,?,,no
Unknown (JEDEC ID 0400h) F4-3600C18-32GTZR.thp,TH40,?,,no
Unknown (JEDEC ID 7F6Ch) CMK32GX4M4 3200C16.thp,TH43,?,,no
Wilk Elektronik IRX3200D464L16A-16G.thp,TH43,?,,no
