filename,format,generation,serial_hex,valid
G.Skill F4-4400C19-16GTZR (1).thp,TH43,DDR4,0x00000000,yes
G.Skill F4-4400C19-16GVK.thp,TH43,DDR4,0x00000000,yes
G.Skill F4-4800C19-8GVKC.thp,TH43,DDR4,0x00000000,yes
G.Skill F4-5066C20-8GTZR.thp,TH43,DDR4,0x00000000,yes
G.Skill Undefined.thp,TH41,DDR4,0x74770A76,yes
Galaxy Microsystems D4U0832163B.thp,TH43,DDR4,0x00000000,yes
Galaxy Microsystems Undefined.thp,TH43,DDR4,0x0000004C,yes
GeIL CL16-18-18 D4-3000 (1).thp,TH43,DDR4,0x00000000,yes
GeIL CL16-20-20 D4-3200.thp,TH41,DDR4,0x74770A76,yes
GeIL CL18-22-22 D4-3600.thp,TH43,DDR4,0x00000000,yes
GeIL CL19-19-19 D4-2666 (2).thp,TH43,DDR4,0x00000000,yes
GeIL CL19-19-19 D4-2666.thp,TH43,DDR4,0x00000000,yes
Gloway International Co Ltd STK4U2666D19161C.thp,TH43,DDR4,0xD42617A9,yes
Gloway International Co Ltd TAC4U3200E16162C.thp,TH43,DDR4,0xD4321601,yes
Gloway International Co Ltd TAC4U3200E18082C (1).thp,TH41,DDR4,0xA07F3E73,yes
Gloway International Co Ltd TAC4U3200E18082C.thp,TH43,DDR4,0xD4163293,yes
Gloway International Co Ltd TAC4U3200E18161C.thp,TH43,DDR4,0xD432165B,yes
Gloway International Co Ltd TAC4U3200E18162C.thp,TH43,DDR4,0x10003112,yes
Gloway International Co Ltd TAC4U3200E18321C.thp,TH43,DDR4,0xD4323238,yes
Gloway International Co Ltd WAR4S3200D22161C.thp,TH43,DDR4,0x01583001,yes
GoldKey GKE320UD204808-2666.thp,TH43,DDR4,0xD4322664,yes
GoldKey NMGD480E82-3600D.thp,TH41,DDR4,0x74770A77,yes
GoldKey NMSO416E82-3200E.thp,TH41,DDR4,0x74770E04,yes
GoldKey NMSO416F89-2400E.thp,TH41,DDR4,0x74770A74,yes
GoldKey NMSO432F89-2400E.thp,TH41,DDR4,0x74770A70,yes
GoldKey NMSO480E82-2400E.thp,TH41,DDR4,0x74770A73,yes
GoldKey NMSO480E82-2666E.thp,TH41,DDR4,0x74770A1E,yes
GoldKey NMSO480E82-3200E.thp,TH41,DDR4,0x7C7F027E,yes
GoldKey NMUD416E82-3200E.thp,TH41,DDR4,0x74770850,yes
GoldKey NMUD480E82-3200E.thp,TH41,DDR4,0x74770925,yes
Hangzhou Hikstorage Co. HKED4162CAB1G4HB1.thp,TH43,DDR4,0x11505009,yes
Hynix 00 (1).thp,TH41,DDR4,0xEDEE93EF,yes
Hynix 00.thp,TH43,DDR4,0x99999999,yes
Hynix HMA41GR7MFR8N-TFTD.thp,TH43,DDR4,0x1026A275,yes
Hynix HMA41GS6AFR8N-TF.thp,TH43,DDR4,0x28EAB1D3,yes
Hynix HMA41GU7AFR8N-TF.thp,TH43,DDR4,0x71AF5B4B,yes
Hynix HMA42GR7MFR4N-TF.thp,TH41,DDR4,0x64FAF785,yes
Hynix HMA81GR7CJR8N-WM.thp,TH43,DDR4,0x9340D007,yes
Hynix HMA81GS6AFR8N-UH (1).thp,TH43,DDR4,0x2D88404C,yes
Hynix HMA81GS6AFR8N-UH (2).thp,TH43,DDR4,0x2A05DAF8,yes
Hynix HMA81GS6AFR8N-UH.thp,TH43,DDR4,0x91ECAAB6,yes
Hynix HMA81GS6CJR8N-VK (1).thp,TH43,DDR4,0x32FC5BE1,yes
Hynix HMA81GS6CJR8N-VK (2).thp,TH43,DDR4,0x32E82A5E,yes
Hynix HMA81GS6CJR8N-VK.thp,TH43,DDR4,0x337A2ABE,yes
Hynix HMA81GS6JJR8N-VK.thp,TH43,DDR4,0x2F24AC4C,yes
Hynix HMA81GU6DJR8N-WM.thp,TH43,DDR4,0x22B0B4C1,yes
Hynix HMA81GU6DJR8N-XN.thp,TH43,DDR4,0x765FDB83,yes
Hynix HMA81GU6JJR8N-VK.thp,TH43,DDR4,0x2EE0F90E,yes
Hynix HMA82GS6JJR8N-VK.thp,TH43,DDR4,0x2F7A0DC1,yes
Hynix HMA82GU6JJR8N-VK.thp,TH43,DDR4,0x4336F820,yes
Hynix HMA82GU7CJR8N-VK.thp,TH43,DDR4,0x72BD40C0,yes
Hynix HMA851U6AFR6N-UH.thp,TH43,DDR4,0x2B5794D2,yes
Hynix HMAA2GS6CJR8N-XN (1).thp,TH41,DDR4,0x531430D0,yes
Hynix HMAA2GS6CJR8N-XN.thp,TH43,DDR4,0x53D46001,yes
Hynix HMAA2GU6CJR8N-XN.thp,TH43,DDR4,0x75A1C678,yes
Hynix HMAA4GS6CJR8N-XN.thp,TH43,DDR4,0x85681C5C,yes
Hynix HMAG68EXNSA051N.thp,TH43,DDR4,0x293677C4,yes
Hynix Undefined.thp,TH41,DDR4,0x75261285,yes
J&A Information Inc Undefined.thp,TH43,DDR4,0x00000000,yes
JUHOR JHD3200U1616JG.thp,TH43,DDR4,0xD906C3F3,yes
JUHOR JHD3200U1816JG.thp,TH43,DDR4,0x9306C7A8,yes
JUHOR JHD3200U1832JG.thp,TH43,DDR4,0x8317F6F9,yes
JUHOR JHD3600U1616JG.thp,TH43,DDR4,0x0200C9A9,yes
JUHOR JHD3600U1816JG (1).thp,TH43,DDR4,0x9F200254,yes
JUHOR JHD3600U1816JG.thp,TH43,DDR4,0x9306C4C8,yes
JUHOR JHD4000U1916JG.thp,TH43,DDR4,0x220DCD75,yes
Jazer JAD2666U1916.thp,TH43,DDR4,0xB70BB6B1,yes
Jazer JAD3200U1808.thp,TH41,DDR4,0x22710D1F,yes
KingSpec KS3200D4N12016G.thp,TH43,DDR4,0x000000A5,yes
Kingbank Undefined (10).thp,TH43,DDR4,0x10281028,yes
Kingbank Undefined (11).thp,TH43,DDR4,0x11021221,yes
Kingbank Undefined (14).thp,TH41,DDR4,0x756E0E6A,yes
Kingbank Undefined (16).thp,TH43,DDR4,0x01160139,yes
Kingbank Undefined (2).thp,TH43,DDR4,0x11021166,yes
Kingbank Undefined (4).thp,TH43,DDR4,0x0518053B,yes
Kingbank Undefined (5).thp,TH43,DDR4,0x092809D1,yes
Kingbank Undefined (6).thp,TH43,DDR4,0x0512057A,yes
Kingbank Undefined (9).thp,TH43,DDR4,0x1208133F,yes
Kingbank Undefined.thp,TH43,DDR4,0x10161128,yes
Kingmax GLOH23F-18----------.thp,TH41,DDR4,0x74770A76,yes
Kingmax GLOI83F-28----------.thp,TH41,DDR4,0x74770A76,yes
Kingston 9905622-058.A00G.thp,TH41,DDR4,0x714B9E0B,yes
Kingston 9905665-023.A00G.thp,TH43,DDR4,0x122AE433,yes
Kingston 9905678-014.A00G.thp,TH43,DDR4,0xCD2806CC,yes
Kingston 9905700-072.A01G (1).thp,TH41,DDR4,0xCCE564F2,yes
Kingston 9905700-072.A01G.thp,TH43,DDR4,0xAB5CC1D0,yes
Kingston 9905700-097.A00G.thp,TH43,DDR4,0x348A0426,yes
Kingston 9905700-101.A00G.thp,TH43,DDR4,0x0B2707DC,yes
Kingston 9905702-136.A00G.thp,TH43,DDR4,0x9424A7A3,yes
Kingston 9905711-038.A00G.thp,TH43,DDR4,0x0AE6A3BA,yes
Kingston 9905734-423.A00G (1).thp,TH43,DDR4,0x27BC3393,yes
Kingston 9932301-P01.A00G.thp,TH43,DDR4,0xF02CA2E8,yes
Kingston 9965745-042.A01G.thp,TH43,DDR4,0xE11A9E8E,yes
Kingston 99U5665-001.A00G.thp,TH43,DDR4,0x8D3D511D,yes
Kingston 99U5713-001.A00G.thp,TH43,DDR4,0xEF06EEAD,yes
Kingston HP24D4U7S8MH-8 (1).thp,TH43,DDR4,0x950DA65A,yes
Kingston HP24D4U7S8MH-8.thp,TH43,DDR4,0x930D0A5B,yes
Kingston HP37D4U1S8ME-16XR.thp,TH43,DDR4,0x1ED03AF3,yes
Kingston HX426S15IB2K2-16.thp,TH43,DDR4,0xAF4CE148,yes
Kingston HX436C17FB3-16.thp,TH43,DDR4,0x8A170A1E,yes
Kingston KF2666C15S4-16G.thp,TH43,DDR4,0xD991242B,yes
Kingston KF2666C16D4-16G.thp,TH43,DDR4,0x91BCB277,yes
Kingston KF3000C15D4-8GX.thp,TH43,DDR4,0xB0B4FEB8,yes
Kingston KF3200C16D4-16GX (1).thp,TH43,DDR4,0x7E3CCC30,yes
Kingston KF3200C16D4-16GX (10).thp,TH43,DDR4,0xF6228EF3,yes
Kingston KF3200C16D4-16GX (11).thp,TH43,DDR4,0x7712F394,yes
Kingston KF3200C16D4-16GX (13).thp,TH43,DDR4,0x93480524,yes
Kingston KF3200C16D4-16GX (14).thp,TH43,DDR4,0x954804A9,yes
Kingston KF3200C16D4-16GX (2).thp,TH43,DDR4,0x78AE28F4,yes
Kingston KF3200C16D4-16GX (3).thp,TH43,DDR4,0x9D4F6924,yes
Kingston KF3200C16D4-16GX (7).thp,TH43,DDR4,0xBB90A292,yes
Kingston KF3200C16D4-16GX (8).thp,TH43,DDR4,0x2AF4B287,yes
Kingston KF3200C16D4-16GX (9).thp,TH43,DDR4,0x2DAB0EC9,yes
Kingston KF3200C16D4-16GX.thp,TH43,DDR4,0xFB628901,yes
Kingston KF3200C16D4-32GX (1).thp,TH43,DDR4,0x38384DA8,yes
Kingston KF3200C16D4-32GX (2).thp,TH43,DDR4,0xBAFB6D65,yes
Kingston KF3200C16D4-32GX (3).thp,TH43,DDR4,0x333A2152,yes
Kingston KF3200C16D4-32GX.thp,TH43,DDR4,0x02156030,yes
Kingston KF3200C16D4-8GX (1).thp,TH43,DDR4,0x800D5747,yes
Kingston KF3200C16D4-8GX (2).thp,TH43,DDR4,0xB894B824,yes
Kingston KF3200C16D4-8GX (3).thp,TH43,DDR4,0xC0AECAF0,yes
Kingston KF3200C16D4-8GX (4).thp,TH43,DDR4,0x91AA05EC,yes
Kingston KF3200C16D4-8GX (6).thp,TH43,DDR4,0xEB52E72E,yes
Kingston KF3200C16D4-8GX (7).thp,TH43,DDR4,0x965B29D6,yes
Kingston KF3200C16D4-8GX.thp,TH43,DDR4,0x52E03E69,yes
Kingston KF3200C20S4-16G (1).thp,TH43,DDR4,0xAD441699,yes
Kingston KF3200C20S4-16G (2).thp,TH43,DDR4,0xD7BA11A3,yes
Kingston KF3200C20S4-16G (3).thp,TH43,DDR4,0xAF1338F5,yes
Kingston KF3200C20S4-16G.thp,TH43,DDR4,0x8C9E201B,yes
Kingston KF3200C20S4-32GX.thp,TH43,DDR4,0xD7B8FE70,yes
Kingston KF3200C20S4-8G.thp,TH43,DDR4,0xBAB437EB,yes
Kingston KF3600C16D4-16GX (1).thp,TH41,DDR4,0x503FE238,yes
Kingston KF3600C16D4-16GX (10).thp,TH43,DDR4,0x24392857,yes
Kingston KF3600C16D4-16GX (11).thp,TH43,DDR4,0x246D62C9,yes
Kingston KF3600C16D4-16GX (12).thp,TH43,DDR4,0xC44D2748,yes
Kingston KF3600C16D4-16GX (13).thp,TH43,DDR4,0x6324E4C5,yes
Kingston KF3600C16D4-16GX (14).thp,TH41,DDR4,0xF43254BC,yes
Kingston KF3600C16D4-16GX (15).thp,TH43,DDR4,0x692B03B7,yes
Kingston KF3600C16D4-16GX (17).thp,TH41,DDR4,0xF163BA64,yes
Kingston KF3600C16D4-16GX (18).thp,TH43,DDR4,0x851AEE8A,yes
Kingston KF3600C16D4-16GX (19).thp,TH41,DDR4,0x1753B0A8,yes
Kingston KF3600C16D4-16GX (2).thp,TH43,DDR4,0x8A283EB7,yes
Kingston KF3600C16D4-16GX (3).thp,TH43,DDR4,0x0922AC73,yes
Kingston KF3600C16D4-16GX (4).thp,TH43,DDR4,0x7A176DBB,yes
Kingston KF3600C16D4-16GX (5).thp,TH43,DDR4,0x2466B4EF,yes
Kingston KF3600C16D4-16GX (7).thp,TH43,DDR4,0x7B320D7A,yes
Kingston KF3600C16D4-16GX (8).thp,TH43,DDR4,0xC04D2074,yes
Kingston KF3600C16D4-16GX (9).thp,TH43,DDR4,0xE748D2DB,yes
Kingston KF3600C16D4-16GX.thp,TH43,DDR4,0x1C452A19,yes
Kingston KF3600C16D4-8GX (1).thp,TH43,DDR4,0x7D1496E3,yes
Kingston KF3600C16D4-8GX (3).thp,TH43,DDR4,0x7E16B9A5,yes
Kingston KF3600C16D4-8GX.thp,TH43,DDR4,0x9A5CAD09,yes
Kingston KF3600C17D4-8GX (1).thp,TH43,DDR4,0xFB428045,yes
Kingston KF3600C17D4-8GX (2).thp,TH43,DDR4,0x77433AC8,yes
Kingston KF3600C17D4-8GX (3).thp,TH43,DDR4,0xB1FB14A1,yes
Kingston KF3600C17D4-8GX (4).thp,TH43,DDR4,0x8038F912,yes
Kingston KF3600C17D4-8GX.thp,TH43,DDR4,0x02230E01,yes
Kingston KF3600C18D4-16GX (1).thp,TH43,DDR4,0xEF2A57DF,yes
Kingston KF3600C18D4-16GX (10).thp,TH41,DDR4,0x1E0FAFDA,yes
Kingston KF3600C18D4-16GX (2).thp,TH43,DDR4,0xBB257C4B,yes
Kingston KF3600C18D4-16GX (3).thp,TH41,DDR4,0x8B30AFDA,yes
Kingston KF3600C18D4-16GX (6).thp,TH43,DDR4,0x1EE76177,yes
Kingston KF3600C18D4-16GX (8).thp,TH41,DDR4,0x093E6D5E,yes
Kingston KF3600C18D4-16GX.thp,TH43,DDR4,0x35361C40,yes
Kingston KF3600C18D4-32GX (1).thp,TH43,DDR4,0x29DEEAB3,yes
Kingston KF3600C18D4-32GX.thp,TH43,DDR4,0x9D424491,yes
Kingston KF3733C19D4-16GX (1).thp,TH41,DDR4,0x19F99BA9,yes
Kingston KF3733C19D4-16GX (2).thp,TH43,DDR4,0x241A49DC,yes
Kingston KF3733C19D4-16GX.thp,TH43,DDR4,0x884898E0,yes
Kingston KF3733C19D4-8GX (1).thp,TH43,DDR4,0x36382A13,yes
Kingston KF3733C19D4-8GX.thp,TH43,DDR4,0x35E202AA,yes
Kingston KF432C16BB-32.thp,TH43,DDR4,0x3EFFB4D4,yes
Kingston KHX2133C14-16G.thp,TH43,DDR4,0xA61E45D1,yes
Kingston KHX2133C14D4-4G.thp,TH41,DDR4,0x24790BFD,yes
Kingston KHX2133C14D4-8G.thp,TH43,DDR4,0xB9199287,yes
Kingston KHX2400C12D4-8GX (1).thp,TH43,DDR4,0xCD089086,yes
Kingston KHX2400C12D4-8GX.thp,TH43,DDR4,0x204F3935,yes
Kingston KHX2400C14S4-16G (1).thp,TH43,DDR4,0x4E31524C,yes
Kingston KHX2400C14S4-16G.thp,TH43,DDR4,0x4E31072E,yes
Kingston KHX2400C15-8G.thp,TH43,DDR4,0x50280287,yes
Kingston KHX2666C13-8GX.thp,TH43,DDR4,0x132CA751,yes
Kingston KHX2666C16-16G (1).thp,TH43,DDR4,0x775355F1,yes
Kingston KHX2666C16-16G.thp,TH41,DDR4,0x03245F87,yes
Kingston KHX2666C16-8G (2).thp,TH43,DDR4,0x506438A6,yes
Kingston KHX2666C16D4-4G.thp,TH41,DDR4,0x1DCB1187,yes
Kingston KHX3000C15-16GX.thp,TH43,DDR4,0x6D9095D2,yes
Kingston KHX3000C15D4-8GX (1).thp,TH43,DDR4,0x8C82DEEE,yes
Kingston KHX3000C15D4-8GX (2).thp,TH43,DDR4,0x6DAB4C58,yes
Kingston KHX3000C15D4-8GX.thp,TH43,DDR4,0x2568B2DE,yes
Kingston KHX3200C16D4-16GX (1).thp,TH43,DDR4,0x0C215E08,yes
Kingston KHX3200C16D4-16GX (2).thp,TH43,DDR4,0xB09E5711,yes
Kingston KHX3200C16D4-16GX (3).thp,TH43,DDR4,0xB5E764EE,yes
Kingston KHX3200C16D4-16GX (4).thp,TH43,DDR4,0x39EB2C83,yes
Kingston KHX3200C16D4-16GX (5).thp,TH43,DDR4,0x5ED05383,yes
Kingston KHX3200C16D4-16GX.thp,TH43,DDR4,0xED88DDE8,yes
Kingston KHX3200C16D4-4GX.thp,TH41,DDR4,0x19F39204,yes
Kingston KHX3200C16D4-8GX (1).thp,TH43,DDR4,0xE4B0E7EE,yes
Kingston KHX3200C16D4-8GX (2).thp,TH43,DDR4,0x5031B059,yes
Kingston KHX3200C16D4-8GX (3).thp,TH43,DDR4,0xA056C675,yes
Kingston KHX3200C16D4-8GX.thp,TH43,DDR4,0x1123FF47,yes
Kingston KHX3200C17D4-16GX.thp,TH43,DDR4,0xC5FADA7E,yes
Kingston KHX3466C16D4-16GX.thp,TH43,DDR4,0xADA28BDA,yes
Kingston KHX3600C17D4-16GX (1).thp,TH41,DDR4,0xFB23212B,yes
Kingston KHX3600C17D4-16GX.thp,TH43,DDR4,0x30D69B46,yes
Kingston KHX3600C17D4-8GX (1).thp,TH43,DDR4,0x50CB55DC,yes
Kingston KHX3600C17D4-8GX (2).thp,TH41,DDR4,0xD45DE7E2,yes
Kingston LV36D4U1S8HD-8XR.thp,TH43,DDR4,0x66A52C1F,yes
Kingston XVTW4H-MIE-NX.thp,TH43,DDR4,0x13680398,yes
Kllisre M378A1K43BB2-CRC.thp,TH43,DDR4,0x355954AD,yes
Kllisre MamWyjeB4n3.thp,TH43,DDR4,0x355954A7,yes
Kllisre Undefined (1).thp,TH41,DDR4,0x4D1DAACF,yes
Kllisre Undefined (2).thp,TH43,DDR4,0x8DC0D8B4,yes
Kllisre Undefined (3).thp,TH41,DDR4,0xCB0B8013,yes
Kllisre Undefined.thp,TH43,DDR4,0x00017740,yes
Lenovo Lenovo DDR43200 32GB.thp,TH43,DDR4,0x0000014D,yes
MAXSUN MSD416G32M3.thp,TH43,DDR4,0x00000000,yes
MicSys 3600 C18 Series.thp,TH43,DDR4,0x10160049,yes
MicSys 4133 C19 Series.thp,TH43,DDR4,0x01140069,yes
Micron 16ATF1G64AZ-2G1B1.thp,TH41,DDR4,0x6697E2F6,yes
Micron 16ATF2G64HZ-2G6H1.thp,TH43,DDR4,0x0413A3E4,yes
Micron 18ADF2G72AZ-3G2E1.thp,TH43,DDR4,0x1F160B26,yes
Micron 18ASF4G72AZ-3G2B1.thp,TH43,DDR4,0x3AA1015D,yes
Micron 4ATF1G64AZ-3G2E1.thp,TH43,DDR4,0x2E5108C5,yes
Micron 4ATF51264HZ-2G3B1.thp,TH43,DDR4,0x13701C9A,yes
Micron 4ATF51264HZ-3G2J1.thp,TH43,DDR4,0x2C093566,yes
Micron 4ATF51264HZ-3G2R1.thp,TH43,DDR4,0x30C20B1D,yes
Micron 8ATF1G64AZ-2G3B1.thp,TH43,DDR4,0x13AF61E1,yes
Micron 8ATF1G64AZ-2G6E1 (1).thp,TH43,DDR4,0x23EE9357,yes
Micron 8ATF1G64AZ-2G6E1.thp,TH43,DDR4,0x1DE67932,yes
Micron 8ATF1G64HZ-2G6D1.thp,TH43,DDR4,0x2323AAFE,yes
Micron 8ATF1G64HZ-3G2J1 (1).thp,TH43,DDR4,0x25469D76,yes
Micron 8ATF1G64HZ-3G2J1.thp,TH43,DDR4,0x2D204923,yes
Micron 9ASF1G72PZ-2G3B1.thp,TH43,DDR4,0x14880BCE,yes
Micron 9ASF1G72PZ-2G9E6.thp,TH43,DDR4,0x23FA71E7,yes
Micron MTA16ATF2G64HZ-2G3.thp,TH43,DDR4,0xB4020048,yes
Mushkin Enhanced MFG MLX4C360GKKP32G.thp,TH41,DDR4,0x74770A76,yes
PNY Electronics 8GBF1X08QFHH38-135-K.thp,TH43,DDR4,0x00000000,yes
Patriot Memory 3000 C16 Series.thp,TH43,DDR4,0x00000000,yes
Patriot Memory 3200 C16 Series (2).thp,TH43,DDR4,0x00000000,yes
Patriot Memory 3200 C16 Series.thp,TH41,DDR4,0x74770A76,yes
Patriot Memory 3200 C18 Series.thp,TH43,DDR4,0x092200D0,yes
Patriot Memory 3600 C18 Series (2).thp,TH43,DDR4,0x12150226,yes
Patriot Memory 3600 C18 Series (3).thp,TH43,DDR4,0x073103DB,yes
Patriot Memory 3600 C18 Series (5).thp,TH43,DDR4,0x00018705,yes
Patriot Memory 3600 C18 Series (6).thp,TH41,DDR4,0x775708F4,yes
Patriot Memory 4000 C16 Series.thp,TH43,DDR4,0x04150511,yes
Patriot Memory 4000 C19 Series.thp,TH43,DDR4,0x09260360,yes
Patriot Memory 4000 C20 Series.thp,TH43,DDR4,0x09150307,yes
Patriot Memory 4400 C18 Series.thp,TH43,DDR4,0x00006752,yes
Patriot Memory 4400 C19 Series (4).thp,TH41,DDR4,0x667409B0,yes
Patriot Memory 4400 C19 Series.thp,TH43,DDR4,0x12030C2C,yes
Patriot Memory PSD416G32002.thp,TH43,DDR4,0x032404FD,yes
Patriot Memory PSD48G266681.thp,TH41,DDR4,0x74770A76,yes
RAmos RM4S8G46A1A-PGGWE1.thp,TH41,DDR4,0x74770A76,yes
RAmos RM4S8G46A1B-PGGGTD1.thp,TH41,DDR4,0x74770A76,yes
RAmos RM4S8G46A1C-PGGGTD1.thp,TH41,DDR4,0x74770A76,yes
Ramaxel RMSA3270MB86H9F2400.thp,TH43,DDR4,0x1277B150,yes
Ramaxel RMSA3310ME96HAF-3200.thp,TH41,DDR4,0x6653F7AD,yes
SCY SM4S510888DHC.thp,TH43,DDR4,0x00000E0C,yes
A-DATA DDR4 3000.thp,TH41,DDR4,0x4AE10A76,yes
A-DATA DDR4 3600 2OZ.thp,TH41,DDR4,0xEE2A0876,yes
A-DATA DDR4 4133 2OZ.thp,TH41,DDR4,0x9D5E0976,yes
Apacer 78.BAGTC.AZ30B.thp,TH41,DDR4,0x25E68960,yes
Asgard VMA45UG-MEC1U2AW2.thp,TH41,DDR4,0x0E2F5524,yes
Chun Well Holding Ltd. CL16-18-18 D4-2666.thp,TH41,DDR4,0x74770A76,yes
Chun Well Holding Ltd. CL16-18-18 D4-3200.thp,TH41,DDR4,0x74770A76,yes
Corsair CM4X32GC3000C16K2D.thp,TH41,DDR4,0x74770A76,yes
Corsair CMD16GX4M2B3000C15.thp,TH41,DDR4,0x74770A76,yes
Corsair CMD32GX4M4C3200C14C .thp,TH41,DDR4,0x74770A76,yes
Corsair CMD32GX4M4C3200C14C.thp,TH41,DDR4,0x74770A76,yes
Corsair CMK16GX4M1E3200C16.thp,TH41,DDR4,0x74770A76,yes
Corsair CMK16GX4M2A2400C14.thp,TH41,DDR4,0x74770A76,yes
Corsair CMK16GX4M2B3000C15 (1).thp,TH41,DDR4,0x74770A76,yes
Corsair CMK16GX4M2D3000C16.thp,TH41,DDR4,0x74770A76,yes
Corsair CMK16GX4M2E3200C16.thp,TH41,DDR4,0x74770A76,yes
Corsair CMK32GX4M4B3600C18.thp,TH41,DDR4,0x74770A76,yes
Corsair CMK64GX4M2E3200C16.thp,TH41,DDR4,0x74770A76,yes
Corsair CMK8GX4M2A2133C13.thp,TH41,DDR4,0x74770A76,yes
Corsair CMK8GX4M2A2666C16.thp,TH41,DDR4,0x74770A76,yes
Corsair CMT32GX4M4C3000C15.thp,TH41,DDR4,0x74770A76,yes
Corsair CMT64GX4M4C3200C16.thp,TH41,DDR4,0x74770A76,yes
Corsair CMW32GX4M4Z3200C16.thp,TH41,DDR4,0x74770A76,yes
Crucial BL16G32C16S4B.M16FE1.thp,TH41,DDR4,0x972D16DF,yes
Crucial BL16G32C16U4BL.M16FE.thp,TH41,DDR4,0x97FCD002,yes
Crucial BL16G36C16U4B.M8FB1.thp,TH41,DDR4,0x97EA9C4F,yes
Crucial BL16G36C16U4WL.M16FE.thp,TH41,DDR4,0x972B00B4,yes
Crucial BL8G30C15U4B.M8FE.thp,TH41,DDR4,0x900A2E1E,yes
Crucial BL8G30C15U4R.M8FE1.thp,TH41,DDR4,0x9040B9C9,yes
Crucial BL8G32C16U4B.M8FE.thp,TH41,DDR4,0x97E74CA0,yes
Crucial BL8G32C16U4WL.M8FE1.thp,TH41,DDR4,0x97325D73,yes
Crucial BL8G36C16U4BL.M8FE1.thp,TH41,DDR4,0x97E0271B,yes
Crucial BLE8G4D34AEEAK.K8FB.thp,TH41,DDR4,0x74770A76,yes
Crucial BLM16G40C18U4B.M8FB1.thp,TH41,DDR4,0x97116943,yes
Crucial BLM16G40C18U4BL.M8FB.thp,TH41,DDR4,0x972E0F7C,yes
Crucial BLS16G4D32AESB.M16FE.thp,TH41,DDR4,0x96880B03,yes
Crucial BLS16G4D32AESE.M16FE.thp,TH41,DDR4,0x94825C7B,yes
Crucial BLT8G4D32AET4K.M8FE1.thp,TH41,DDR4,0x9737CCA2,yes
Essencore KD4AGU880-36A180T.thp,TH41,DDR4,0xCE1C084E,yes
Eudar Inc 8G3200CL16.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-2133C15-16GIS.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-2400C16-8GFXR.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-2666C18-16GTZN.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-2666C18-8GTZR.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-3000C15-8GTZB.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-3200C16-16GTZRX.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-3200C16-32GTZN.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-3200C16-8GSX.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-3200C16-8GTZN.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-3200C18-16GRS.thp,TH41,DDR4,0x74265B71,yes
G.Skill F4-3200C22-8GRS.thp,TH41,DDR4,0x75775871,yes
G.Skill F4-3333C16-16GTZ.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-360 C14-8 TZNB.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-3600C16-16GTZN (2).thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-3600C17-16GTZR (1).thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-3600C18-8GTZRX.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-4000C15-8GTRS.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-4000C18-32GTZR.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-4000C18-8GTRS.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-4400C18-8GTRG.thp,TH41,DDR4,0x74770A76,yes
G.Skill F4-4800C18-8GTRG.thp,TH41,DDR4,0x74770A76,yes
GoldKey NMSO416E82-3200E.thp,TH41,DDR4,0x76613877,yes
Hynix HMA81GS6AFR8N-UH.thp,TH41,DDR4,0x5C1F0A35,yes
Hynix HMA81GS6DJR8N-XN.thp,TH41,DDR4,0x565A1234,yes
JUHOR JHD3200U1816JG.thp,TH41,DDR4,0xC37CB8C2,yes
Kingston HP26D4S9S8HJ-8.thp,TH41,DDR4,0x1519A244,yes
Kingston KHX2666C15D4-8G.thp,TH41,DDR4,0xD17BF0A3,yes
Kingston KHX2666C16-16G.thp,TH41,DDR4,0x0D2947B0,yes
Kingston KHX2666C16-8G.thp,TH41,DDR4,0x7858E03C,yes
Kingston KHX3200C16D4-4GX.thp,TH41,DDR4,0xBCE47F41,yes
Kingston KHX3200C16D4-8GX (1).thp,TH41,DDR4,0x9F2DB02F,yes
Kingston KHX3200C16D4-8GX (3).thp,TH41,DDR4,0x6065B0BF,yes
Kingston KHX3200C18D4-8G.thp,TH41,DDR4,0x8555EDAD,yes
Kingston KHX3200C20S4-8G.thp,TH41,DDR4,0xAFDE66FF,yes
Kingston KHX3466C16D4-16GX.thp,TH41,DDR4,0xA52A1F3C,yes
Kingston KHX3600C17D4-16GX.thp,TH41,DDR4,0xC0EB3F54,yes
Kingston KHX3600C17D4-8GX (1).thp,TH41,DDR4,0x598E5E23,yes
Kingston KHX3600C17D4-8GX.thp,TH41,DDR4,0x78655224,yes
Kingston XRGM6C-MIE.thp,TH41,DDR4,0x54332604,yes
