filename,format,generation,serial_hex,valid
Corsair CMX8GX3M2A1600C9.thp,TH20,DDR3,0x00000000,yes
Corsair CMX8GX3M2A2000C9.thp,TH20,DDR3,0x00000000,yes
Crucial CT102464BF186D.M16.thp,TH20,DDR3,0x00000000,yes
Elpida EBJ40UG8BBU0-GN-F (1).thp,TH20,DDR3,0x7D5B21E9,yes
Elpida EBJ40UG8BBU0-GN-F.thp,TH20,DDR3,0xFB8D1859,yes
G.Skill 4-4800C20-16GTEG.thp,TH41,DDR3,0x07009604,yes
G.Skill F3-10666CL7-2GBXH.thp,TH20,DDR3,0x434E06DB,yes
G.Skill F3-16000CL9-2GBTD.thp,TH20,DDR3,0x00000000,yes
G.Skill F3-17000CL9-4GBSR.thp,TH20,DDR3,0x00000000,yes
G.Skill F4-3000C16-8GTZR.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3200C14-16GTZN.thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-3200C16-16GVK (2).thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-3600C14-16GTRG.thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-3600C14-16GTZR (2).thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-3600C16-8GTZNC.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C16-8GTZR.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C18-8GTZR.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-4000C17-8GTZRB.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-4000C18-16GTRS.thp,TH41,DDR3,0x07009604,yes
G.Skill F4-4000C18-16GTZN (1).thp,TH41,DDR3,0x07009604,yes
G.Skill F4-5333C22-8GTRG.thp,TH41,DDR3,0x070096C6,yes
GeIL CL11-11-11 D3-1600.thp,TH20,DDR3,0x00000000,yes
GeIL CL9-9-9 DDR3 1600.thp,TH20,DDR3,0x00000000,yes
Hynix HMT125S6BFR8C-G7.thp,TH20,DDR3,0x25219736,yes
Hynix HMT325S6BFR8C-H9.thp,TH20,DDR3,0x1932C003,yes
Hynix HMT351S6BFR8C-H9.thp,TH20,DDR3,0x2A26CD7D,yes
Hynix HMT351S6BFR8C-PB.thp,TH20,DDR3,0x3862A751,yes
Hynix HMT351U6CFR8C-PB.thp,TH20,DDR3,0x165BFA32,yes
Hynix HMT451S6BFR8A-RD.thp,TH20,DDR3,0x2723BCE2,yes
Kingston 9905403-411.A00LF.thp,TH20,DDR3,0x4822E7D5,yes
Kingston 99U5471-011.A01LF.thp,TH20,DDR3,0x623A7941,yes
Kingston 99U5471-024.A00LF.thp,TH20,DDR3,0x36071019,yes
Kingston 99U5471-039.A00LF.thp,TH20,DDR3,0x4D3DFC3B,yes
Kingston 99U5584-004.A00LF.thp,TH20,DDR3,0x663811C0,yes
Kingston ASU16D3LU1KFG-4G.thp,TH20,DDR3,0xAE2C5BCA,yes
Kingston KF3733C19D4-8GX.thp,TH41,DDR3,0x070096D2,yes
Kingston KHX1600C10D3-4G.thp,TH20,DDR3,0x1A20C66D,yes
Kingston KHX1600C9D3-8G.thp,TH20,DDR3,0x313E5A47,yes
Kingston KHX1866C10D3-4G.thp,TH20,DDR3,0x663A7419,yes
Kingston KHX3600C17D4-16GX (2).thp,TH41,DDR3,0x070096D2,yes
Kingston SNY1333D3S9ELC-4G.thp,TH20,DDR3,0x8A08886B,yes
Micron 16KTF1G64HZ-1G6N1.thp,TH20,DDR3,0x19DC778E,yes
Ramaxel RMR5070ME76F8F1600.thp,TH20,DDR3,0x4234D414,yes
Samsung M378B5273CH0-CH9.thp,TH20,DDR3,0x002555A2,yes
Samsung M378B5673DZ1-CH9.thp,TH20,DDR3,0x42539A76,yes
Samsung M378B5673FH0-CH9.thp,TH20,DDR3,0x87460735,yes
Samsung M378B5773QB0-CK0.thp,TH20,DDR3,0x14C7C9D9,yes
Samsung M471B1G73QH0-YK0.thp,TH20,DDR3,0x16D8CB97,yes
Samsung M471B5173DB0-YK0.thp,TH20,DDR3,0x383286DD,yes
Samsung M471B5673EH1-CH9.thp,TH20,DDR3,0x6663B51C,yes
Samsung M471B5673FH0-CF8.thp,TH20,DDR3,0x619217A9,yes
Samsung M471B5674QH0-YK0.thp,TH20,DDR3,0x9815AF92,yes
Team Group TEAMGROUP-UD4-3200 (2).thp,TH41,DDR3,0xCEC971D2,yes
Team Group TEAMGROUP-UD4-4000.thp,TH41,DDR3,0xCEC996D2,yes
Undefined MLLSE 1600 8GB.thp,TH20,DDR3,0xB05F7362,yes
Undefined R534G1601U1S-U.thp,TH20,DDR3,0xAF272516,yes
Undefined Undefined (2).thp,TH20,DDR3,0x00000000,yes
Unknown (JEDEC ID 0080h) F4-3600C16-8GTZNC.thp,TH41,DDR3,0x070096C6,yes
Unknown (JEDEC ID 0080h) Undefined (1).thp,TH41,DDR3,0x07009604,yes
A-DATA DDR4 3200 (3).thp,TH41,DDR3,0x07009604,yes
A-DATA MI74C1D167HZ1.thp,TH20,DDR3,0x00000767,yes
Chun Well Holding Ltd. D4U0840160B.thp,TH41,DDR3,0x07009604,yes
Corsair CM3X2G1600C9DHX.thp,TH20,DDR3,0x00000000,yes
Corsair CMH32GX4M2D3600C18 (1)_1.thp,TH41,DDR3,0x070071C6,yes
Corsair CMK16GX4M2B3000C15 (2)_1.thp,TH41,DDR3,0x070071C6,yes
Corsair CMK16GX4M2Z3600C14.thp,TH41,DDR3,0xF1F67104,yes
Corsair CMK32GX4M2B3200C16 (2).thp,TH41,DDR3,0x070071C6,yes
Corsair CMK8GX4M1D3000C16.thp,TH41,DDR3,0x070071C6,yes
Corsair CMW16GX4M2C3000C15.thp,TH41,DDR3,0x070071C6,yes
Corsair CMW16GX4M2C3200C16 (3).thp,TH41,DDR3,0x070071C6,yes
Corsair CMW16GX4M2C3200C16 (4).thp,TH41,DDR3,0x070071C6,yes
Corsair CMW16GX4M2C3200C16.thp,TH41,DDR3,0x070071C6,yes
Corsair CMW16GX4M2D3600C18.thp,TH41,DDR3,0x070071C6,yes
Corsair CMW16GX4M2Z3600C18.thp,TH41,DDR3,0xF1F67104,yes
Corsair CMW32GX4M2D3600C18 (1).thp,TH41,DDR3,0x070071C6,yes
Corsair CMW32GX4M2D3600C18.thp,TH41,DDR3,0x070071C6,yes
Corsair CMW32GX4M4C3200C16 (1).thp,TH41,DDR3,0x070071C6,yes
Corsair CMX16GX3M2A1600C11.thp,TH20,DDR3,0x00000000,yes
Corsair CMX8GX3M1A1600C11.thp,TH20,DDR3,0x00000000,yes
Corsair CMZ4GX3M1A1600C9 (1).thp,TH20,DDR3,0x00000000,yes
Corsair CMZ4GX3M1A1600C9.thp,TH20,DDR3,0x00000000,yes
Corsair CMZ8GX3M2A1600C9 (1).thp,TH20,DDR3,0x00000000,yes
Corsair CMZ8GX3M2A1600C9.thp,TH20,DDR3,0x00000000,yes
Corsair CMZ8GX3M2A2133C11.thp,TH20,DDR3,0x00000000,yes
Crucial BL16G32C16U4WL.16FE.thp,TH41,DDR3,0x07009604,yes
Crucial BL8G36C16U4RL.M8FE1 (1).thp,TH41,DDR3,0x07009604,yes
Crucial BLT4G3D1608ET3LX0..thp,TH20,DDR3,0xA60945E9,yes
Crucial BLT4G3D1869DT1TX0..thp,TH20,DDR3,0xA3296CDC,yes
Crucial CT102464BA160B.C16.thp,TH20,DDR3,0xE237A442,yes
Crucial ST102464BA160B.16F.thp,TH20,DDR3,0x032319FD,yes
G.Skill F3-12800CL7-2GBRM.thp,TH20,DDR3,0x00000000,yes
G.Skill F3-14900CL10-8GBXL.thp,TH20,DDR3,0x00000000,yes
G.Skill F3-1866C9-8GXM.thp,TH20,DDR3,0x00000000,yes
G.Skill F3-2400C11-8GXM.thp,TH20,DDR3,0x00000000,yes
G.Skill F4-2666C19-32GTZR.thp,TH41,DDR3,0x07009604,yes
G.Skill F4-3000C16-8GTZR.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-32 0C 6-8GTZR.thp,TH41,DDR3,0x07009604,yes
G.Skill F4-320 C16-8GTZR.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3200C 6-32GTRS.thp,TH41,DDR3,0x07009604,yes
G.Skill F4-3200C14 16GTZR.thp,TH41,DDR3,0x07007104,yes
G.Skill F4-3200C14-16GFX (1).thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-3200C14-16GTZR (1) (1).thp,TH41,DDR3,0x06008E04,yes
G.Skill F4-3200C16-16GTRS (1).thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-3200C16-8GTZR.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3200C16-8GVKB (2).thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C14-8 TESA.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C14-8GTE A.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C14-8GTES.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C14-8GTESA (1).thp,TH41,DDR3,0x070096FB,yes
G.Skill F4-3600C14-8GTESA.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C1458GTESA.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C15-8GTZ.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C16-16GTZNC (6).thp,TH41,DDR3,0x07FF71FB,yes
G.Skill F4-3600C16-16GVKC (2).thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-4000C15-8GVK (2).thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-4000C18-16GTRS (1).thp,TH41,DDR3,0xF2FFF0C6,yes
G.Skill F4-4000C18-16GTRS (2).thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-4000C18-16GVK (1).thp,TH41,DDR3,0x07009604,yes
G.Skill F4-4400C19-16GTZR (2).thp,TH41,DDR3,0x07009604,yes
GeIL CL9-10-9 D3-1866.thp,TH20,DDR3,0x00000000,yes
Hynix HMT125U6TFR8C-H9.thp,TH20,DDR3,0x17140DD1,yes
Hynix HMT351U6BFR8C-H9.thp,TH20,DDR3,0x14112CEF,yes
Hynix HMT351U6CFR8C-H9.thp,TH20,DDR3,0x1062A0F5,yes
Hynix HMT351U6EFR8C-PB.thp,TH20,DDR3,0x3D9C8120,yes
Hynix HMT41GU6BFR8C-PB.thp,TH20,DDR3,0x3590345A,yes
Hynix HMT451S6BFR8A-PB (1).thp,TH20,DDR3,0x0E2070F7,yes
Hynix HMT451S6BFR8A-PB.thp,TH20,DDR3,0x369420E1,yes
Hynix HMT451S6MFR8C-PB.thp,TH20,DDR3,0x00222159,yes
Hynix HMT451U6AFR8A-PB.thp,TH20,DDR3,0x437F56DF,yes
Hynix Undefined.thp,TH20,DDR3,0x000005E1,yes
Hynix ZION.thp,TH20,DDR3,0x0000128E,yes
Kingston 9905403-173.A00LF.thp,TH20,DDR3,0x84295F49,yes
Kingston 9905403-439.A00LF (1).thp,TH20,DDR3,0x5702C577,yes
Kingston 9905403-439.A00LF.thp,TH20,DDR3,0xDC2208F4,yes
Kingston 9905428-005.A02LF.thp,TH20,DDR3,0x7617D650,yes
Kingston 9905621-007.A00G.thp,TH20,DDR3,0x5436193A,yes
Kingston 99P5471-011.A00LF.thp,TH20,DDR3,0x400EB5C2,yes
Kingston 99U5471-065.A00LF.thp,TH20,DDR3,0x15066C91,yes
Kingston 99U5584-005.A00LF.thp,TH20,DDR3,0x970E54DE,yes
Kingston HX318C10FK-8.thp,TH20,DDR3,0xFF78025D,yes
Kingston KF3200C16D4-8GX (1) (1).thp,TH41,DDR3,0x070096D2,yes
Kingston KHX1600C10D3-4G.thp,TH20,DDR3,0x1A151273,yes
Kingston KHX1600C10D3-8GX.thp,TH20,DDR3,0x682A180A,yes
Kingston KHX1600C9D3-4GX (1).thp,TH20,DDR3,0x6A0A5229,yes
Kingston KHX1600C9D3-4GX (2).thp,TH20,DDR3,0x74207239,yes
Kingston KHX1600C9D3-4GX (3).thp,TH20,DDR3,0x780CD182,yes
Kingston KHX1600C9D3-4GX.thp,TH20,DDR3,0x0E2402A7,yes
Kingston KHX1600C9D3-8GX.thp,TH20,DDR3,0x72073A67,yes
Kingston KHX1866C10D3-4G.thp,TH20,DDR3,0x1312B219,yes
Kingston KHX1866C10D3-8G (1) (1).thp,TH20,DDR3,0x1A1C24A5,yes
Kingston KHX1866C10D3-8G (1).thp,TH20,DDR3,0x240A058E,yes
Kingston KHX1866C10D3-8G (2).thp,TH20,DDR3,0x502F1058,yes
Kingston KHX1866C10D3-8G.thp,TH20,DDR3,0x6811C705,yes
Kingston KHX2133C11D3-8GX (1).thp,TH20,DDR3,0x36265EA0,yes
Kingston KHX2133C11D3-8GX.thp,TH20,DDR3,0x780892DD,yes
Kingston KHX2400C11D3-4GX.thp,TH20,DDR3,0x2F2A5082,yes
Kingston KHX2400C11D3-8GX.thp,TH20,DDR3,0x743AD7F5,yes
Kingston KHX2500C11D3-4GX.thp,TH20,DDR3,0x79299953,yes
Kingston KHX3000C15D4-8GX (2).thp,TH41,DDR3,0x070096D2,yes
Kingston KHX3200C16D4-16GX (2).thp,TH41,DDR3,0x070096D2,yes
Kingston KHX3200C16D4-8GX (4).thp,TH41,DDR3,0x070096D2,yes
Kingston KHX3466C16D4-16GX.thp,TH41,DDR3,0x070096D2,yes
Kingston KHX3466C16Z4-16GX.thp,TH41,DDR3,0x070096D2,yes
Kingston SNY1600S11-4G-EDEG.thp,TH20,DDR3,0x6D0AA08A,yes
Kllisre KHX1866C10D3-8G (1).thp,TH20,DDR3,0x522C5C21,yes
Kllisre KHX1866C10D3-8G.thp,TH20,DDR3,0x522C5BB9,yes
Kllisre M393B5170GB0-CH9.thp,TH20,DDR3,0x87BA56CF,yes
Micron 8KTF51264HZ-1G6P1.thp,TH20,DDR3,0x1262F70F,yes
Micron AFLD38BK1P.thp,TH20,DDR3,0x00000000,yes
Mushkin Enhanced MFG 992124 (997124).thp,TH20,DDR3,0x00000000,yes
Nanya M2S4G64CB8HD5N-CG (1).thp,TH20,DDR3,0x639B2466,yes
Nanya M2S4G64CB8HD5N-CG.thp,TH20,DDR3,0x220E1341,yes
PNY Electronics 8GBF1X08SHLL42-135-K.thp,TH41,DDR3,0x070096C6,yes
Panram W4U3200PS-16G.thp,TH41,DDR3,0x07009604,yes
Patriot Memory 1866 CL10 Series (1).thp,TH20,DDR3,0x11090116,yes
Patriot Memory 1866 CL10 Series.thp,TH20,DDR3,0x00000000,yes
Patriot Memory 3600 C17 Series (2).thp,TH41,DDR3,0x070071C6,yes
Patriot Memory PSD34G13332.thp,TH20,DDR3,0x00000000,yes
Patriot Memory PSD48G320081.thp,TH41,DDR3,0x07009604,yes
Positivo Informatica Ltd 76.B146G.C340C.thp,TH20,DDR3,0x02311144,yes
Ramaxel RMR5040ED58E9W1600.thp,TH20,DDR3,0x0628841A,yes
Samsung M378B5273CH0-CH9 (1).thp,TH20,DDR3,0x934A49DF,yes
Samsung M378B5273CH0-CH9.thp,TH20,DDR3,0x6466BE2B,yes
Samsung M378B5773DH0-CK0.thp,TH20,DDR3,0x959FFCC7,yes
Samsung M471B1G73EB0-YK0.thp,TH20,DDR3,0x318D2129,yes
Samsung M471B5173EB0-YK0.thp,TH20,DDR3,0x94CF073A,yes
Samsung M471B5273DH0-CH9.thp,TH20,DDR3,0x001EE534,yes
Samsung M471B5273EB0-CK0.thp,TH20,DDR3,0x94AF1195,yes
Samsung M471B5773CHS-CH9.thp,TH20,DDR3,0x960D7A73,yes
Samsung M471B5773DH0-CH9.thp,TH20,DDR3,0x949A5D64,yes
Samsung Undefined.thp,TH20,DDR3,0x00000000,yes
Team Group TEAMGROUP-UD4-3200 (5) (1).thp,TH41,DDR3,0xCEC971D2,yes
Team Group TEAMGROUP-UD4-3600 (2).thp,TH41,DDR3,0xCEC996D2,yes
Team Group TEAMGROUP-UD4-4000.thp,TH41,DDR3,0xCEC996D2,yes
Transcend Information TS1GLK64V6H.thp,TH20,DDR3,0x000A759D,yes
Undefined GR1333D364L9-2G.thp,TH20,DDR3,0x00000000,yes
Unknown (JEDEC ID 090Dh) HMT41GS6MFR8C-PB.thp,TH20,DDR3,0x291DE63B,yes
Wilk Elektronik GR1600D364L11-4G.thp,TH20,DDR3,0x00000000,yes
A-DATA DDR4 4133.thp,TH41,DDR3,0x07009604,yes
A-DATA MI64C1D1629Z1.thp,TH20,DDR3,0x000064B6,yes
AMD R538G1601U2S.thp,TH20,DDR3,0x00000000,yes
AMD R5S38G1601U2S.thp,TH20,DDR3,0x00000000,yes
AMD R9S48G3206U2S.thp,TH41,DDR3,0x070096D2,yes
Air Computers SRL SMSD304160011TA7L.thp,TH20,DDR3,0x00000000,yes
Apacer 78.C1GET.CP10C.thp,TH20,DDR3,0x02013403,yes
Avexir DDR3-2400 CL10 8GB (2).thp,TH20,DDR3,0x00000000,yes
Avexir DDR3-2400 CL10 8GB.thp,TH20,DDR3,0x00000000,yes
Avexir DDR3-2666 CL11 8GB.thp,TH20,DDR3,0x00000000,yes
Avexir DDR3-2666 CL12 8GB.thp,TH20,DDR3,0x00000000,yes
Chun Well Holding Ltd. D4U0830160B.thp,TH41,DDR3,0x07009604,yes
Corsair CMD8GX3M2A1600C9.thp,TH20,DDR3,0x00000000,yes
Corsair CMH32GX4M2D3600C18 (1).thp,TH41,DDR3,0x070071C6,yes
Corsair CMK16GX4M2D3600C16.thp,TH41,DDR3,0x070071C6,yes
Corsair CMK32GX4M2D3000C16.thp,TH41,DDR3,0x070071C6,yes
Corsair CMK8GX4M1A2400C16.thp,TH41,DDR3,0xCEC971D2,yes
Corsair CMSX8GX3M1A1600C10.thp,TH20,DDR3,0x00000000,yes
Corsair CMSX8GX3M2A1866C10.thp,TH20,DDR3,0x00000000,yes
Corsair CMT16GX4M2C3200C16.thp,TH41,DDR3,0x070071C6,yes
Corsair CMW16GX4M2C3200C16 (1).thp,TH41,DDR3,0x070071C6,yes
Corsair CMW16GX4M2D3600C18.thp,TH41,DDR3,0x070071C6,yes
Corsair CMX16GX3M2A1333C9.thp,TH20,DDR3,0x00000000,yes
Corsair CMX8GX3M2A1600C9.thp,TH20,DDR3,0x00000000,yes
Corsair CMZ16GX3M4A1600C9.thp,TH20,DDR3,0x45048699,yes
Corsair CMZ8GX3M2A1600C9.thp,TH20,DDR3,0x00000000,yes
Crucial BL1  32C16U4BL.M8FB1.thp,TH41,DDR3,0x07009604,yes
Crucial BL8G 0C 5U   .  F.thp,TH41,DDR3,0xF8FF8E04,yes
Crucial BLT8G3D1608ET3LX0..thp,TH20,DDR3,0xAD046665,yes
Crucial CT102464BD160B.M16.thp,TH20,DDR3,0xE337CFBE,yes
Crucial CT102464BF160B.thp,TH20,DDR3,0xBE41BE1F,yes
Crucial CT51264BF160BJ.C8F.thp,TH20,DDR3,0x16230217,yes
Elpida EBJ21UE8BDS0-AE-F.thp,TH20,DDR3,0xA6D104DB,yes
Elpida EBJ41HE4BAFA-DJ-E.thp,TH20,DDR3,0x2B1FC9FA,yes
Elpida EBJ41HE4BAFP-DJ-E.thp,TH20,DDR3,0x2B20F666,yes
G.Skill F - 4 0 1 - 2 T S.thp,TH41,DDR3,0x07009604,yes
G.Skill F3-12800CL9-4GBRL.thp,TH20,DDR3,0x00000000,yes
G.Skill F3-12800CL9-4GBXL.thp,TH20,DDR3,0x00000000,yes
G.Skill F3-16000CL8-4GBTDD.thp,TH20,DDR3,0x00000000,yes
G.Skill F3-1600C10-8GAO.thp,TH20,DDR3,0x00000000,yes
G.Skill F3-2400C10-8GTX.thp,TH20,DDR3,0x00000000,yes
G.Skill F4-3200C14-8GTZR.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3200C16-8GSXWB.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3200C16-8GTZR.thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C16-16GTZNC.thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-3600C16-8GTZNC (3).thp,TH41,DDR3,0x070096C6,yes
G.Skill F4-3600C19-16GSXWB.thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-3600C19-16GVRB (1).thp,TH41,DDR3,0x070071C6,yes
G.Skill F4-40 0C18-16GTZN.thp,TH41,DDR3,0x07009604,yes
G.Skill F4-4000C18-16GTRG.thp,TH41,DDR3,0x07009604,yes
G.Skill F4-4000C18-16GTZN.thp,TH41,DDR3,0x07009604,yes
G.Skill F4-4400C19-32GTRS.thp,TH41,DDR3,0x07009604,yes
GoldKey NMGD416E82-4400G.thp,TH41,DDR3,0x07009604,yes
Gomos Limited gomos  G4G1600LD3.thp,TH20,DDR3,0xC4140101,yes
Heoriady 99P5471-002.A00LF.thp,TH20,DDR3,0x0826FB2A,yes
Hynix HMT351R7CFR8C-PB.thp,TH20,DDR3,0x40125B7A,yes
Hynix HMT351R7EFR4C-PB.thp,TH20,DDR3,0x12476487,yes
Hynix HMT451S6AFR8C-PB.thp,TH20,DDR3,0x0B69856D,yes
Hynix HMT451U7DFR8C-RD.thp,TH20,DDR3,0x07905FA5,yes
Hynix Undefined.thp,TH20,DDR3,0x35792854,yes
JUHOR JHC1600U1108JY.thp,TH20,DDR3,0xC91D6963,yes
Kingmax FLFE85F-C8KF9.thp,TH20,DDR3,0x00000000,yes
Kingston 9905403-038.A00G.thp,TH20,DDR3,0x9011014C,yes
Kingston 9905403-437.A01LF.thp,TH20,DDR3,0x572E8917,yes
Kingston 9905471-074.A00LF.thp,TH20,DDR3,0x871EBE9B,yes
Kingston 9965426-402.A00LF.thp,TH20,DDR3,0xE43037E3,yes
Kingston 9965426-411.A00LF.thp,TH20,DDR3,0xD4388E84,yes
Kingston 99P5474-013.A00LF.thp,TH20,DDR3,0x9E2DED3C,yes
Kingston 99U5403-159.A01LF.thp,TH20,DDR3,0x740F5124,yes
Kingston 99U5471-002.A00LF.thp,TH20,DDR3,0x373C9CB8,yes
Kingston 99U5471-011.A01LF.thp,TH20,DDR3,0x8815D155,yes
Kingston 99U5471-054.A00LF.thp,TH20,DDR3,0x1C1BC369,yes
Kingston 99U5474-010.A00LF.thp,TH20,DDR3,0x681C1F0E,yes
Kingston DDR3-2666 CL11 8GB.thp,TH20,DDR3,0x660BE74D,yes
Kingston HX316C10F-8.thp,TH20,DDR3,0x78121B47,yes
Kingston KF3600C16D4-8GX (2).thp,TH41,DDR3,0x070096D2,yes
Kingston KHX1600C10D3-8G (1).thp,TH20,DDR3,0x660BE74D,yes
Kingston KHX1600C10D3-8G (3).thp,TH20,DDR3,0x2320E339,yes
Kingston KHX1600C10D3-8G.thp,TH20,DDR3,0x662B7429,yes
Kingston KHX1600C10D3-8GX (1).thp,TH20,DDR3,0xD70C9AB5,yes
Kingston KHX1600C10D3-8GX.thp,TH20,DDR3,0x0B22C8E5,yes
Kingston KHX1600C9D3-4GX (1).thp,TH20,DDR3,0x740E46B4,yes
Kingston KHX1600C9D3-4GX (2).thp,TH20,DDR3,0xC92C010D,yes
Kingston KHX1600C9D3-4GX.thp,TH20,DDR3,0xBE39126F,yes
Kingston KHX1866C10D3-4G.thp,TH20,DDR3,0x6726F8AE,yes
Kingston KHX1866C10D3-8G (1).thp,TH20,DDR3,0x1B08292C,yes
Kingston KHX1866C10D3-8G (2).thp,TH20,DDR3,0x7712B2A7,yes
Kingston KHX1866C10D3-8G (3).thp,TH20,DDR3,0x79360762,yes
Kingston KHX1866C10D3-8G (5).thp,TH20,DDR3,0xC5000000,yes
Kingston KHX1866C10D3-8G.thp,TH20,DDR3,0x660BE74D,yes
Kingston KHX2133C11D3-2GX.thp,TH20,DDR3,0xB9153052,yes
Kingston KHX2133C11D3-4GX.thp,TH20,DDR3,0x252D4E60,yes
Kingston KHX2400C11D3-8GX.thp,TH20,DDR3,0x6A096217,yes
Kingston KHX3200C16D4-16GX (2).thp,TH41,DDR3,0x070096D2,yes
Kingston SNY1333D3S9ELC-4G.thp,TH20,DDR3,0x453C4DA9,yes
Kingston Undefined.thp,TH20,DDR3,0x00000000,yes
Micron 16JTF1G64AZ-1G6E1.thp,TH20,DDR3,0x3191AF89,yes
Micron 8JTF25664AZ-1G6M1.thp,TH20,DDR3,0xFB7AFCDA,yes
Micron 8JTF51264AZ-1G6E1.thp,TH20,DDR3,0x0D04E7B2,yes
Micron 9JSF51272AZ-1G9E2.thp,TH20,DDR3,0x1417A28C,yes
Micron QUM3U-8G1600C11.thp,TH20,DDR3,0x00000000,yes
Patriot Memory 1600LL Series.thp,TH20,DDR3,0x00000000,yes
Patriot Memory 3200 C16 Series (5).thp,TH41,DDR3,0x070096D2,yes
Patriot Memory 3200 C16 Series (6).thp,TH41,DDR3,0x070096D2,yes
Patriot Memory 3200 C16 Series (8).thp,TH41,DDR3,0x070096D2,yes
Patriot Memory 4133 C18 Series.thp,TH41,DDR3,0x070071C6,yes
Patriot Memory 4400 C19 Series (1).thp,TH41,DDR3,0x070071C6,yes
Patriot Memory PSD38G16002.thp,TH20,DDR3,0x00000000,yes
Ramaxel RMR5030ME68F9F1600.thp,TH20,DDR3,0x4285971F,yes
Ramaxel RMT3160ED58E9W1600.thp,TH20,DDR3,0x43DC0978,yes
Samsung M378B5173DB0-CK0.thp,TH20,DDR3,0x22746200,yes
Samsung M378B5273DH0-CH9.thp,TH20,DDR3,0x647ED7B4,yes
Samsung M378B5273DH0-CK0.thp,TH20,DDR3,0x23B63430,yes
Samsung M393B2G70QH0-CMA.thp,TH20,DDR3,0x909C264A,yes
Samsung M471B5173QH0-YK0.thp,TH20,DDR3,0x4077C349,yes
Samsung M471B5273CH0-CH9.thp,TH20,DDR3,0x641E5EF8,yes
Samsung M471B5273DH0-CK0.thp,TH20,DDR3,0xE150045C,yes
Samsung M471B5773DH0-CK0.thp,TH20,DDR3,0xE3B45B9B,yes
Team Group TEAM ROU -UD4-32 0.thp,TH41,DDR3,0xCEFF71D2,yes
Team Group TEAMGROUP-UD4-3200 (3).thp,TH41,DDR3,0xCEC971FB,yes
Undefined BL8G30C15U4RL.M8FE1.thp,TH41,DDR3,0x07009604,yes
Undefined Undefined (7).thp,TH20,DDR3,0x00000000,yes
Unknown (JEDEC ID 0480h) 4-3200C16-8GTZR.thp,TH41,DDR3,0x070096C6,yes
Unknown (JEDEC ID 04FFh) 4 3200C14-8GTZR.thp,TH41,DDR3,0x07008EC6,yes
Unknown (JEDEC ID 04FFh) 4 4 6 C 7 1 G R B.thp,TH41,DDR3,0xF8008EC6,yes
"Unknown (JEDEC ID 0BFFh) ,  .thp",TH41,DDR3,0x070071C6,yes
Unknown (JEDEC ID 7FCDh) F - 2 6 1 - 6 T S.thp,TH41,DDR3,0x07FF71FB,yes
Visipro Undefined.thp,TH20,DDR3,0x00000000,yes
Samsung M378B1G73EB0-YK0.thp,TH20,DDR3,0x31D0E403,yes
Samsung M378B1G73QH0-CK0.thp,TH20,DDR3,0x122360FD,yes
Samsung M378B5173BH0-CK0.thp,TH20,DDR3,0x14568230,yes
Samsung M378B5173QH0-CK0.thp,TH20,DDR3,0x0057FB60,yes
Samsung M378B5273CH0-CK0.thp,TH20,DDR3,0x969BC14F,yes
Samsung M378B5673EH1-CH9.thp,TH20,DDR3,0x634F672B,yes
Samsung M391B1G73QH0-YK0.thp,TH20,DDR3,0x153709B4,yes
Samsung M393B1K70DH0-CK0.thp,TH20,DDR3,0x11705316,yes
Samsung M393B1K70DH0-CMA.thp,TH20,DDR3,0x2153406A,yes
Samsung M471B1G73BH0-YK0.thp,TH20,DDR3,0x230000DB,yes
Samsung M471B1G73DB0-YK0.thp,TH20,DDR3,0x96144DC4,yes
Samsung M471B5173DB0-YK0.thp,TH20,DDR3,0x17B94A2D,yes
Samsung M471B5273CH0-CH9.thp,TH20,DDR3,0x6224F289,yes
